               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.026558,            0.021768,           0.0060967,             0.85683,             0.82172,             0.89467,             0.60211,            0.023575,           0.0072757,           0.0038544,           0.0021558,           0.0021558,           0.0021558
                 117,            0.026473,            0.021542,           0.0056748,             0.80253,             0.84196,             0.88649,             0.59356,            0.023584,           0.0073311,           0.0037824,           0.0020935,           0.0020935,           0.0020935
                 118,            0.026493,            0.021959,           0.0056727,             0.88177,             0.81755,             0.89982,             0.59744,            0.023665,           0.0072404,           0.0037099,           0.0020327,           0.0020327,           0.0020327
                 119,            0.026637,            0.020794,           0.0055296,             0.84885,              0.8371,             0.89297,             0.59262,            0.023522,           0.0071939,            0.003817,           0.0019734,           0.0019734,           0.0019734
                 120,            0.026618,            0.021613,            0.006007,             0.89322,              0.7855,             0.88611,             0.58289,            0.023783,           0.0073754,           0.0046047,           0.0019156,           0.0019156,           0.0019156
                 121,            0.026052,            0.021171,           0.0051868,             0.85922,             0.80698,             0.88763,             0.59055,            0.023785,           0.0073482,           0.0034773,           0.0018594,           0.0018594,           0.0018594
                 122,            0.026562,            0.021406,           0.0053731,             0.87268,             0.81733,             0.89175,             0.58569,            0.023516,           0.0073245,           0.0035394,           0.0018048,           0.0018048,           0.0018048
                 123,            0.025916,            0.020548,           0.0053172,             0.85007,             0.84384,             0.90035,             0.59726,            0.023399,           0.0072376,           0.0038035,           0.0017519,           0.0017519,           0.0017519
                 124,             0.02587,            0.019923,           0.0048441,             0.82253,             0.86466,             0.89964,             0.60073,             0.02335,           0.0072981,           0.0037001,           0.0017005,           0.0017005,           0.0017005
                 125,            0.025916,            0.021565,           0.0051803,              0.8699,             0.82141,             0.89881,             0.60231,            0.023493,           0.0072636,           0.0032827,           0.0016509,           0.0016509,           0.0016509
                 126,            0.026227,            0.022267,            0.004954,             0.84911,             0.84664,             0.90001,             0.60229,            0.023347,           0.0072586,           0.0036652,           0.0016029,           0.0016029,           0.0016029
                 127,            0.025655,            0.020824,           0.0044415,             0.81534,             0.87556,             0.89658,             0.59017,            0.023812,           0.0073425,           0.0032926,           0.0015566,           0.0015566,           0.0015566
                 128,             0.02563,            0.020081,            0.004385,             0.84756,             0.82854,             0.89543,             0.60087,            0.023583,           0.0073412,           0.0033492,           0.0015121,           0.0015121,           0.0015121
                 129,            0.025532,            0.019198,           0.0049736,             0.89231,             0.80856,             0.89854,             0.59803,            0.023529,           0.0072834,           0.0033038,           0.0014693,           0.0014693,           0.0014693
                 130,            0.026385,            0.021102,           0.0062718,             0.85756,             0.83001,             0.89616,             0.59363,            0.023555,           0.0072464,           0.0035893,           0.0014283,           0.0014283,           0.0014283
                 131,            0.026113,             0.02066,           0.0058899,              0.8211,             0.83321,             0.89503,             0.59654,            0.023216,           0.0072703,           0.0033351,            0.001389,            0.001389,            0.001389
                 132,            0.026105,            0.021332,           0.0061939,             0.84483,             0.83927,             0.89835,             0.59604,            0.023346,           0.0072532,           0.0028264,           0.0013516,           0.0013516,           0.0013516
                 133,            0.026259,            0.022548,           0.0061651,             0.88396,             0.81127,             0.89873,             0.59603,            0.023309,           0.0072087,           0.0032052,            0.001316,            0.001316,            0.001316
                 134,            0.026507,             0.02237,           0.0062554,             0.89791,             0.78436,             0.89355,             0.59511,            0.023255,           0.0071998,             0.00339,           0.0012822,           0.0012822,           0.0012822
                 135,            0.026089,            0.019904,           0.0059524,             0.84755,             0.83908,             0.89608,              0.5965,            0.023369,           0.0072055,           0.0033805,           0.0012503,           0.0012503,           0.0012503
                 136,            0.026271,            0.021387,           0.0060955,             0.85804,             0.80496,             0.89122,             0.59803,            0.023619,            0.007251,           0.0035148,           0.0012202,           0.0012202,           0.0012202
                 137,            0.026038,            0.021869,           0.0055174,             0.82981,             0.83844,             0.89706,              0.5996,            0.023401,           0.0072078,           0.0041015,           0.0011921,           0.0011921,           0.0011921
                 138,            0.025822,            0.021691,           0.0052727,             0.83835,             0.84758,             0.89848,             0.59528,            0.023489,           0.0072724,           0.0034476,           0.0011658,           0.0011658,           0.0011658
                 139,            0.026087,            0.021217,           0.0055116,             0.86012,             0.80732,             0.89648,             0.59509,            0.023686,           0.0071941,           0.0034427,           0.0011414,           0.0011414,           0.0011414
                 140,            0.025369,            0.020965,           0.0043165,             0.90536,             0.77917,             0.89903,             0.59907,            0.023656,           0.0072894,           0.0034708,           0.0011189,           0.0011189,           0.0011189
                 141,            0.027652,            0.020395,           0.0056086,             0.82535,             0.82667,             0.88506,             0.58713,            0.023715,            0.007347,           0.0037737,           0.0059704,           0.0059704,           0.0059704
                 142,            0.028534,            0.022752,           0.0061617,              0.8258,             0.81599,             0.88262,             0.57638,            0.024251,           0.0074319,           0.0032136,           0.0059235,           0.0059235,           0.0059235
                 143,            0.027812,            0.021702,           0.0064208,             0.85785,             0.80565,             0.89321,             0.57452,            0.024589,           0.0075097,           0.0034428,           0.0058766,           0.0058766,           0.0058766
                 144,            0.028364,            0.022065,           0.0072627,             0.82713,             0.82966,             0.88838,             0.57328,            0.024788,           0.0074706,           0.0033421,           0.0058296,           0.0058296,           0.0058296
                 145,            0.028039,            0.021471,           0.0067499,             0.84411,             0.80418,             0.88208,             0.57327,            0.024725,           0.0075534,           0.0037125,           0.0057826,           0.0057826,           0.0057826
                 146,            0.028445,            0.022324,           0.0076505,             0.89173,             0.76343,             0.87344,             0.56126,            0.024718,           0.0075815,           0.0031666,           0.0057355,           0.0057355,           0.0057355
                 147,            0.028423,            0.022938,           0.0073045,             0.85473,             0.79538,             0.88131,             0.57989,            0.024226,           0.0074647,           0.0034652,           0.0056884,           0.0056884,           0.0056884
                 148,             0.02766,            0.021962,            0.007516,             0.86889,             0.77766,             0.88234,              0.5827,            0.024237,           0.0075095,           0.0040705,           0.0056413,           0.0056413,           0.0056413
